キャリア,地域,都道府県,店名,住所,URL
docomo,東海,三重県,ドコモショップミタス伊勢店,516-0008 三重県伊勢市船江10-15,https://shop.smt.docomo.ne.jp/shop_detail/0400501263800/index.html
docomo,東海,三重県,ドコモショップ伊賀店,518-0007 三重県伊賀市服部町1825-4,https://shop.smt.docomo.ne.jp/shop_detail/0400500127900/index.html
docomo,東海,三重県,ドコモショップ伊賀緑ヶ丘店,518-0836 三重県伊賀市緑ヶ丘本町1666-1,https://shop.smt.docomo.ne.jp/shop_detail/0400501264000/index.html
docomo,東海,三重県,ドコモショップ伊勢店,519-0506 三重県伊勢市小俣町湯田223,https://shop.smt.docomo.ne.jp/shop_detail/0481743333300/index.html
docomo,東海,三重県,ドコモショップ嬉野店（三重県）,515-2325 三重県松阪市嬉野中川新町4-201 ＭＥＧＡドンキホーテＵＮＹ　嬉野内,https://shop.smt.docomo.ne.jp/shop_detail/0400500845000/index.html
docomo,東海,三重県,ドコモショップ亀山店,519-0103 三重県亀山市川合町1179-3,https://shop.smt.docomo.ne.jp/shop_detail/0400500545500/index.html
docomo,東海,三重県,ドコモショップ久居店,514-1101 三重県津市久居明神町字風早2489 インターガーデン内,https://shop.smt.docomo.ne.jp/shop_detail/0400500308000/index.html
docomo,東海,三重県,ドコモショップ熊野店,519-4324 三重県熊野市井戸町字馬留4947,https://shop.smt.docomo.ne.jp/shop_detail/0400501026100/index.html
docomo,東海,三重県,ドコモショップ桑名西店,511-0947 三重県桑名市大字大仲新田1-67,https://shop.smt.docomo.ne.jp/shop_detail/0400500535800/index.html
docomo,東海,三重県,ドコモショップ芸濃店,514-2211 三重県津市芸濃町椋本東豊久野1-55,https://shop.smt.docomo.ne.jp/shop_detail/0400500885100/index.html
docomo,東海,三重県,ドコモショップ菰野店,510-1232 三重県三重郡菰野町大字宿野357 イオンタウン菰野内,https://shop.smt.docomo.ne.jp/shop_detail/0400501136100/index.html
docomo,東海,三重県,ドコモショップ四日市生桑店,512-0911 三重県四日市市生桑町川原崎306-1,https://shop.smt.docomo.ne.jp/shop_detail/0400501145400/index.html
docomo,東海,三重県,ドコモショップ四日市中央通り店,510-0075 三重県四日市市安島4-3,https://shop.smt.docomo.ne.jp/shop_detail/0400500410600/index.html
docomo,東海,三重県,ドコモショップ志摩店,517-0501 三重県志摩市阿児町鵜方字小向井4929,https://shop.smt.docomo.ne.jp/shop_detail/0400500506800/index.html
docomo,東海,三重県,ドコモショップ松阪店,515-0818 三重県松阪市川井町字上大坪718 パワーセンター松阪内,https://shop.smt.docomo.ne.jp/shop_detail/0400500124900/index.html
docomo,東海,三重県,ドコモショップ鳥羽店,517-0023 三重県鳥羽市大明西町2-14,https://shop.smt.docomo.ne.jp/shop_detail/0400500962300/index.html
docomo,東海,三重県,ドコモショップ津中央店,514-0002 三重県津市島崎町36,https://shop.smt.docomo.ne.jp/shop_detail/0400501224300/index.html
docomo,東海,三重県,ドコモショップ津北店,514-0061 三重県津市一身田上津部田70,https://shop.smt.docomo.ne.jp/shop_detail/0400501109700/index.html
docomo,東海,三重県,ドコモショップ尾鷲店,519-3658 三重県尾鷲市倉ノ谷町10-26,https://shop.smt.docomo.ne.jp/shop_detail/0400500142500/index.html
docomo,東海,三重県,ドコモショップ名張希央台店,518-0771 三重県名張市希央台１番町37,https://shop.smt.docomo.ne.jp/shop_detail/0400500508600/index.html
docomo,東海,三重県,ドコモショップ名張蔵持店,518-0752 三重県名張市蔵持町原出1746 マックスバリュ名張ＳＣ内,https://shop.smt.docomo.ne.jp/shop_detail/0400501251700/index.html
docomo,東海,三重県,ドコモショップ明和店,515-0348 三重県多気郡明和町大字中村1266-2 ブライトガーデン明和内,https://shop.smt.docomo.ne.jp/shop_detail/0400501231800/index.html
docomo,東海,三重県,ドコモショップ鈴鹿市役所前店,513-0801 三重県鈴鹿市神戸9-14-7,https://shop.smt.docomo.ne.jp/shop_detail/0400501277000/index.html
softbank,東海,三重県,ソフトバンク アドバンスモール松阪,三重県松阪市田村町字蔵持２３５‐１,https://www.softbank.jp/shop/search/detail/C517/
softbank,東海,三重県,ソフトバンク イオンタウン伊勢ララパーク,三重県伊勢市小木町曽祢５３８　イオンタウン伊勢ララパーク２Ｆ,https://www.softbank.jp/shop/search/detail/C503/
softbank,東海,三重県,ソフトバンク イオンタウン桑名新西方,三重県桑名市新西方７丁目２２,https://www.softbank.jp/shop/search/detail/C536/
softbank,東海,三重県,ソフトバンク イオンタウン芸濃,三重県津市芸濃町椋本一ツ谷３０８３,https://www.softbank.jp/shop/search/detail/CA48/
softbank,東海,三重県,ソフトバンク イオンタウン菰野,三重県三重郡菰野町大字宿野字神明田３５７　イオンタウン菰野,https://www.softbank.jp/shop/search/detail/C518/
softbank,東海,三重県,ソフトバンク イオンタウン四日市泊,三重県四日市市泊小柳町４番５‐１号　イオンタウン四日市泊１階,https://www.softbank.jp/shop/search/detail/CA47/
softbank,東海,三重県,ソフトバンク イオンタウン津城山,三重県津市久居小野辺町１１３０‐７イオンタウン津城山内,https://www.softbank.jp/shop/search/detail/C558/
softbank,東海,三重県,ソフトバンク イオンタウン鈴鹿玉垣,三重県鈴鹿市南玉垣町字玉垣５５２０番１０６,https://www.softbank.jp/shop/search/detail/C553/
softbank,東海,三重県,ソフトバンク イオンモール桑名,三重県桑名市新西方１丁目２２　イオンモール桑名３階,https://www.softbank.jp/shop/search/detail/C511/
softbank,東海,三重県,ソフトバンク イオンモール津南,三重県津市高茶屋小森町１４５番地　イオンモール津南３階,https://www.softbank.jp/shop/search/detail/CA40/
softbank,東海,三重県,ソフトバンク イオンモール東員,三重県員弁郡東員町大字長深字築田５１０ー１イオンモール東員１Ｆ,https://www.softbank.jp/shop/search/detail/CA02/
softbank,東海,三重県,ソフトバンク イオンモール明和,三重県多気郡明和町大字中村１２２３　イオンモール明和店２階,https://www.softbank.jp/shop/search/detail/CA44/
softbank,東海,三重県,ソフトバンク イオンモール鈴鹿,三重県鈴鹿市庄野羽山４丁目１‐２　イオンモール鈴鹿１Ｆ,https://www.softbank.jp/shop/search/detail/C535/
softbank,東海,三重県,ソフトバンク いなべ,三重県いなべ市員弁町笠田新田４８‐１,https://www.softbank.jp/shop/search/detail/C527/
softbank,東海,三重県,ソフトバンク エディオンイオンモール鈴鹿,三重県鈴鹿市庄野羽山４丁目1-2　ｲｵﾝﾓｰﾙ鈴鹿ﾍﾞﾙｼﾃｨｳｴｽﾄ2Fｴｲﾃﾞﾝｲｵﾝ鈴鹿店内,https://www.softbank.jp/shop/search/detail/C539/
softbank,東海,三重県,ソフトバンク ショップサテライトイオンタウン四日市泊,三重県四日市市泊小柳町４‐５,https://www.softbank.jp/shop/search/detail/CA59/
softbank,東海,三重県,ソフトバンク ショップサテライトイオンモール四日市北,三重県四日市市富州原町２番４０号,https://www.softbank.jp/shop/search/detail/CA60/
softbank,東海,三重県,ソフトバンク そよら鈴鹿白子,三重県鈴鹿市白子駅前３番１号,https://www.softbank.jp/shop/search/detail/C522/
softbank,東海,三重県,ソフトバンク トナリエ四日市,三重県四日市市安島１丁目３‐３１　トナリエ四日市２Ｆ,https://www.softbank.jp/shop/search/detail/C504/
softbank,東海,三重県,ソフトバンク マックスバリュ鈴鹿中央,三重県鈴鹿市西條町３６４‐１,https://www.softbank.jp/shop/search/detail/C528/
softbank,東海,三重県,ソフトバンク 伊賀上野,三重県伊賀市小田町２５１,https://www.softbank.jp/shop/search/detail/C510/
softbank,東海,三重県,ソフトバンク 伊勢御薗,三重県伊勢市御薗町長屋２１７５,https://www.softbank.jp/shop/search/detail/C524/
softbank,東海,三重県,ソフトバンク 伊勢度会橋,三重県伊勢市中須町丸池６２２‐１,https://www.softbank.jp/shop/search/detail/C533/
softbank,東海,三重県,ソフトバンク 鵜方,三重県志摩市阿児町鵜方３０１６,https://www.softbank.jp/shop/search/detail/C514/
softbank,東海,三重県,ソフトバンク 河芸,三重県津市河芸町上野６９７‐５,https://www.softbank.jp/shop/search/detail/C509/
softbank,東海,三重県,ソフトバンク 亀山,三重県亀山市東御幸町２２２　亀山エコータウン内,https://www.softbank.jp/shop/search/detail/C523/
softbank,東海,三重県,ソフトバンク 久居,三重県津市久居北口町４９７‐３,https://www.softbank.jp/shop/search/detail/C513/
softbank,東海,三重県,ソフトバンク 桑名,三重県桑名市大字江場７１６‐１,https://www.softbank.jp/shop/search/detail/C505/
softbank,東海,三重県,ソフトバンク 桑名サンシパーク,三重県桑名市大字大仲新田新井水下９８‐１　桑名サンシパーク内,https://www.softbank.jp/shop/search/detail/C540/
softbank,東海,三重県,ソフトバンク 桑名中央,三重県桑名市中央町５丁目１３,https://www.softbank.jp/shop/search/detail/C529/
softbank,東海,三重県,ソフトバンク 四日市羽津,三重県四日市市別名４丁目８０６,https://www.softbank.jp/shop/search/detail/C546/
softbank,東海,三重県,ソフトバンク 四日市生桑,三重県四日市市生桑町２３８‐７,https://www.softbank.jp/shop/search/detail/C519/
softbank,東海,三重県,ソフトバンク 四日市川島,三重県四日市市川島新町４３番地３,https://www.softbank.jp/shop/search/detail/C552/
softbank,東海,三重県,ソフトバンク 四日市北,三重県四日市市富州原町２６‐３,https://www.softbank.jp/shop/search/detail/C532/
softbank,東海,三重県,ソフトバンク 松阪嬉野,三重県松阪市嬉野中川新町４丁目２５３,https://www.softbank.jp/shop/search/detail/CA56/
softbank,東海,三重県,ソフトバンク 松阪中央,三重県松阪市大塚町１１‐４,https://www.softbank.jp/shop/search/detail/CA25/
softbank,東海,三重県,ソフトバンク 多気クリスタルタウン,三重県多気郡多気町仁田７５０　マックスバリュ多気クリスタルタウン内,https://www.softbank.jp/shop/search/detail/C554/
softbank,東海,三重県,ソフトバンク 津駅西,三重県津市一身田上津部田１２１‐１,https://www.softbank.jp/shop/search/detail/C521/
softbank,東海,三重県,ソフトバンク 津北,三重県津市島崎町３６番地,https://www.softbank.jp/shop/search/detail/C537/
softbank,東海,三重県,ソフトバンク 日永,三重県四日市市日永西２丁目２１‐７,https://www.softbank.jp/shop/search/detail/C507/
softbank,東海,三重県,ソフトバンク 尾鷲,三重県尾鷲市野地町１２‐４３,https://www.softbank.jp/shop/search/detail/C515/
softbank,東海,三重県,ソフトバンク 名張中央,三重県名張市鴻之台１番町１８１,https://www.softbank.jp/shop/search/detail/C548/
softbank,東海,三重県,ソフトバンク 鈴鹿,三重県鈴鹿市算所町１２７３‐２,https://www.softbank.jp/shop/search/detail/C502/
softbank,東海,三重県,ソフトバンク 鈴鹿サーキット通り,三重県鈴鹿市野村町２７７,https://www.softbank.jp/shop/search/detail/C538/
